"c.1..300...n_samples.."	"X1"	"X2"	"X3"
126	0.99	0.726393666160242	0.326511657696378
127	0.99	0.99	0.0482345322025921
128	0.981722160805621	0.109272831115185	0.583012155137497
129	0.99	0.800832201299238	0.99
130	0.99	0.99	0.112646370351435
131	0.0949328429612055	0.705220275470752	0.99
132	0.99	0.99	0.99
133	0.99	0.99	0.0870912094708342
134	0.839601686917754	0.99	0.99
135	0.99	0.99	0.99
136	0.99	0.99	0.822580619357581
137	0.99	0.99	0.99
138	0.99	0.99	0.99
139	0.99	0.99	0.0160896967069864
140	0.99	0.99	0.99
141	0.99	0.99	0.99
142	0.355863503828132	0.99	0.0157254639123562
143	0.99	0.346034132703911	0.99
144	0.0652236623255438	0.124804343857842	0.99
145	0.950930255159976	0.289327995896659	0.00425399723075826
146	0.99	0.99	0.0170375655043733
147	0.0626578815228383	0.99	0.99
148	0.99	0.290464576615277	0.114171638063461
149	0.99	0.99	0.0353562356696513
150	0.799368285228077	0.99	0.99
151	0.842187939942466	0.99	0.99
152	0.99	0.99	0.0147045529433202
153	0.99	0.563685282559226	0.99
154	0.0606798676223793	0.00322523387601891	0.00760481922923467
155	0.226086652623652	0.99	0.00245162147744519
156	0.000670845613229694	0.0176377945636197	0.0118037377146511
157	0.0813637564179088	0.00496340289016901	0.00520465267111071
158	0.0280573768123354	0.0182784215909318	1.85496091465211e-05
159	0.00292239017408807	0.00676983301609566	2.10714221418117e-05
160	0.0040851875505806	6.34950077891132e-06	0.000275605225388545
161	1.26433248138323e-06	0.00745990977531103	8.94166070238931e-08
162	3.53153526301982e-05	7.4974621216594e-05	2.05535035014645e-07
163	5.81336708070151e-07	4.85569618950223e-08	3.63335582806177e-06
164	8.35716663397354e-09	1.60896189387837e-05	2.75226832762356e-09
165	5.83734949806941e-08	5.32006216362891e-07	5.16153760562246e-10
166	7.67951582238077e-12	1.65282245385769e-12	1.07602360700485e-09
167	4.71913832851412e-12	1.97227559296185e-10	2.22429542180023e-12
168	5.68325124003798e-13	3.01825911177408e-12	6.26470918682619e-14
169	3.16838374987082e-16	1.74562645024648e-16	2.32064809791174e-15
170	2.92019290743665e-17	1.37729641187049e-15	1.46773425741016e-17
171	3.14015327543453e-17	2.14042345323075e-17	4.39047250993024e-17
172	1.19620240484144e-12	1.99776981655471e-12	1.46115442926228e-12
173	5.31691599736586e-13	4.75748739138804e-13	1.4071660344075e-12
174	1.19484952895961e-12	2.02856384439572e-12	2.51894368618389e-12
175	1.48043747255858e-10	1.59309480766449e-11	1.3549197231525e-12
176	3.69757022762271e-12	1.6826850541412e-10	6.89018041149549e-11
177	1.76439578667539e-10	4.7099719090758e-10	2.27747329432254e-12
178	2.77743094498964e-07	2.99988089869557e-06	1.32392027087113e-07
179	1.25217222142683e-07	5.83871164772172e-07	9.46175361768779e-07
180	1.18307274043661e-07	2.04992807787191e-05	2.47842203772331e-08
181	4.06397933161357e-07	2.16160577046599e-05	1.43486339160404e-06
182	3.72008698433979e-07	5.77314476936908e-07	4.19607284728464e-06
183	1.48572548129208e-06	8.0244855063862e-06	1.63925371297102e-06
184	2.38290244303303e-09	1.17373813232274e-07	3.54942547796435e-11
185	5.05655574039572e-11	5.75619977431585e-09	2.5921013971765e-07
186	1.40555261118946e-10	2.35497564360759e-08	1.56836140008757e-09
187	3.18387643874744e-06	1.55917278745295e-05	8.3469268664599e-08
188	2.14022510078208e-08	3.22168071825195e-07	0.000153199569191462
189	8.1199754604857e-07	0.000176029367879876	1.12648468648677e-06
190	0.000141831151224299	1.69197149516839e-05	8.23579976333277e-06
191	4.97669937631273e-05	7.800985448208e-06	0.0470422477991436
192	0.00113442976940151	0.0198124434363688	8.71290206100223e-05
193	0.0388271553097793	0.00933598058928719	0.00426066280646053
194	0.000726699153622508	0.0125467438671265	0.0310636644101698
195	0.0126264092738798	0.528256354533163	0.00112418067020315
196	0.534103137758695	0.0465343012153903	0.99
197	0.0347906834392525	0.100114587499541	0.99
198	0.0275863861287775	0.115809637011693	0.013969234272028
199	0.17423433549498	0.113020831332684	0.458922888884488
200	0.00278210270062241	0.104594366298791	0.73900863644659
201	0.582871584229645	0.99	0.00570111823079154
202	0.99	0.99	0.99
203	0.99	0.99	0.797228026523602
204	0.99	0.99	0.0323785933798567
205	0.99	0.99	0.99
206	0.99	0.99	0.99
207	0.99	0.99	0.185758821347878
208	0.99	0.99	0.99
209	0.99	0.99	0.99
210	0.560911787546603	0.99	0.35560513242413
211	0.99	0.99	0.99
212	0.99	0.99	0.374506216989127
213	0.747557141295593	0.432352206388323	0.379133564251642
214	0.99	0.99	0.99
215	0.650808836913845	0.99	0.99
216	0.99	0.99	0.99
217	0.99	0.99	0.99
218	0.10962357506386	0.99	0.99
219	0.99	0.99	0.99
220	0.99	0.99	0.173242732377401
221	0.013470669549627	0.99	0.335847489451429
222	0.99	0.99	0.99
223	0.99	0.99	0.849620725696168
224	0.99	0.99	0.919976088260743
225	0.99	0.99	0.99
226	0.218083296208416	0.99	0.0444258630762169
227	0.16875651429143	0.99	0.109799898430934
228	0.99	0.00409359425976683	0.99
229	0.0294356562179039	0.99	0.0330342964128525
230	0.00545614791179979	0.101168755215366	0.0120939365515462
231	0.107784305316519	4.17768572464633e-05	0.00454814975859385
232	0.0167559521227248	0.0673507110085943	0.99
233	0.115736058117685	0.249132658482879	0.0537574183439952
234	0.99	0.00657026476184166	0.0205165907672803
235	0.247983924166956	0.0343897818871212	0.000591985849838357
236	0.0779640753140631	0.00172567490274623	0.032494922032189
237	0.113703666010614	0.0189627007668488	0.01074560583464
238	0.99	0.99	0.542309984953233
239	0.99	0.143426823201733	0.134002391578661
240	0.99	0.0148194026729213	0.280847154050953
241	0.99	0.140375990275359	0.398787869827047
242	0.99	0.0687368407034305	0.0148691989800747
243	0.99	0.00327648801638609	0.469252132335916
244	0.99	0.99	0.0642331674333644
245	0.99	0.99	0.0732140879329591
246	0.99	0.0700357035314885	0.99
247	0.0130453571461904	0.99	0.0834522548045837
248	0.99	0.99	0.0846057690523281
249	0.99	0.0678027388174225	0.99
250	0.0773266488696288	0.99	0.416078802261329
251	0.99	0.99	0.109045309234139
252	0.99	0.99	0.99
253	0.131507428913292	0.99	0.99
254	0.99	0.99	0.99
255	0.99	0.99	0.99
256	0.0332041827883652	0.99	0.99
257	0.99	0.212885861473721	0.989998264185435
258	0.99	0.0783025389941662	0.99
259	0.0678827287104325	0.538078295923362	0.99
260	0.99	0.0599934887676034	0.859874431017278
261	0.99	0.023812413097955	0.99
262	0.99	0.0879197014548093	0.99
263	0.99	0.139085101769122	0.99
264	0.99	0.109666346463026	0.99
265	0.00994236774580812	0.0373273499832739	0.225979808792279
266	0.00569021550914191	0.0576162062177911	0.99
267	0.99	0.0177904507820652	0.0521925686131693
268	0.30517874719035	0.749602908955302	0.271404421529193
269	0.99	0.855378062435458	0.99
270	0.99	0.11295094785465	0.0422331337456149
271	0.99	0.99	0.0796485716823302
272	0.99	0.99	0.99
273	0.99	0.99	0.99
274	0.99	0.99	0.99
275	0.99	0.99	0.99
276	0.99	0.0491422323665737	0.701340849810725
277	0.60445215233682	0.0170192504117478	0.0591758520448697
278	0.99	0.0204613332832153	0.318334594748801
279	0.99	0.00878549515356558	0.407359624808194
280	0.99	0.0550877532422074	0.184072321500494
281	0.0375910875087184	0.0190557690041566	0.0517916698233356
282	0.99	0.264153379648189	0.0627858039370914
283	0.99	0.41097525622237	0.99
284	0.99	0.0417824400160492	0.0456596117969555
285	0.99	0.99	0.237651189207074
286	0.360494445439754	0.401340487385135	0.466309529838846
287	0.99	0.00243355482856523	0.344279567652898
288	0.75867407151998	0.140252019551742	0.279652954681919
289	0.99	0.0283549566936825	0.167547319482322
290	0.99	0.0048497995236984	0.270769887518453
291	0.0491910720368016	0.0891961849368845	0.338778664881264
292	0.965363834137042	0.0411351125829576	0.674429454035187
293	0.317450320298099	0.0788480380354916	0.78723414644184
294	0.00216755626775144	0.344240863800828	0.0557403764971752
295	0.0206738081858367	0.99	0.519589990768369
296	0.224707876133788	0.0169528503698286	0.99
297	0.000559303504328395	0.0525680648224755	0.0169309832542574
298	0.022638052607485	0.99	0.99
299	0.99	0.10407946188912	0.217474673186259
300	0.0487273713178623	0.180236575370262	0.129890290403645
301	0.99	0.99	0.99
302	0.99	0.99	0.99
303	0.191310939866972	0.99	0.33011573485499
304	0.99	0.164821231959973	0.99
305	0.99	0.99	0.0669832296908353
306	0.99	0.99	0.115707296378244
307	0.99	0.99	0.99
308	0.99	0.99	0.99
309	0.489380394480484	0.99	0.0377884885991551
310	0.99	0.99	0.0329458772420924
311	0.99	0.99	0.99
312	0.474718353649424	0.347576351556929	0.0626387157034574
313	0.99	0.99	0.569354526478851
314	0.99	0.99	0.99
315	0.99	0.743946202222095	0.034166601658397
316	0.553290737171112	0.99	0.99
317	0.480288753296712	0.219214375077116	0.99
318	0.0468722696126343	0.208581300383494	0.00940930576139459
319	0.99	0.99	0.99
320	0.254657548727681	0.951322911817423	0.99
321	0.710620702894263	0.294723603785673	0.233742366325429
322	0.99	0.99	0.99
323	0.99	0.328412838452296	0.99
324	0.825977022404424	0.0329146449949439	0.0259498375998697
325	0.99	0.99	0.99
326	0.792312450961433	0.99	0.99
327	0.99	0.296352002992336	0.273613228739374
328	0.99	0.281329400877111	0.99
329	0.789344820421395	0.99	0.36344387975571
330	0.99	0.99	0.99
331	0.99	0.99	0.99
332	0.99	0.99	0.11001810216645
333	0.910602943130444	0.734071255361432	0.99
334	0.99	0.99	0.99
335	0.99	0.99	0.723577558495789
336	0.99	0.99	0.99
337	0.267098147789605	0.669887499799328	0.706534882166588
338	0.208999101371351	0.99	0.99
339	0.0320147461707041	0.102516433988569	0.633228210454175
340	0.340814612418085	0.99	0.99
341	0.0617524947438487	0.974262337204407	0.99
342	0.410052408000659	0.318583331012425	0.99
343	0.142525041775386	0.550057978211686	0.844023476087376
344	0.0290712682422211	0.99	0.147181123351818
345	0.0711345034556715	0.99	0.99
346	0.0141052482806403	0.166548323537628	0.99
347	0.0165589630942019	0.537022732381097	0.0354370889688164
348	0.0125176814356721	0.107682353074856	0.99
349	0.99	0.227451878261318	0.445662800000751
350	0.065258131339192	0.503056775485685	0.0375555465368495
351	0.99	0.99	0.99
352	0.0429551653395228	0.621841256687878	0.99
353	0.0285967267941493	0.99	0.015581492368133
354	0.99	0.99	0.786166428043976
355	0.050175624551279	0.716666572722842	0.99
356	0.99	0.655162575250496	0.538319262935572
357	0.99	0.99	0.99
358	0.99	0.99	0.99
359	0.946655993982247	0.404099968196808	0.286892780360823
360	0.99	0.99	0.99
361	0.99	0.387818278347787	0.342852816221095
362	0.99	0.0947294409360352	0.99
363	0.0959196014568345	0.0539160218259003	0.803091529090953
364	0.99	0.291284104028172	0.99
365	0.99	0.624190207751366	0.818120611725743
366	0.99	0.811238979740728	0.99
367	0.617263244165601	0.99	0.99
368	0.485531902963595	0.150160789014138	0.698328512743464
369	0.99	0.286232975884071	0.99
370	0.99	0.99	0.943990861893644
371	0.99	0.99	0.210133952826913
372	0.99	0.99	0.99
373	0.99	0.143326023524997	0.454777172561728
374	0.99	0.99	0.0502117970755565
375	0.99	0.99	0.99
376	0.99	0.361225398861685	0.99
377	0.99	0.99	0.13689049088813
378	0.99	0.421842438527774	0.534680839158363
379	0.99	0.914535449937687	0.99
380	0.99	0.99	0.048417960295805
381	0.99	0.99	0.99
382	0.99	0.99	0.99
383	0.99	0.99	0.255349520941317
384	0.99	0.99	0.99
385	0.168803152613633	0.367498298336956	0.99
386	0.469517023075092	0.0676477898199168	0.124333430605774
387	0.99	0.032398755701943	0.791103319258705
388	0.991333025870832	0.99	0.99
389	0.99	0.0969057684546098	0.99
390	0.99	0.068834428910946	0.99
391	0.99	0.43263962723269	0.318617610019385
392	0.99	0.154852805533139	0.99
393	0.99	0.53349040234992	0.0516970869911095
394	0.99	0.99	0.0850189312463698
395	0.99	0.99	0.374263282583291
396	0.99	0.99	0.029159174501419
397	0.99	0.99	0.900880633176348
398	0.99	0.99	0.99
399	0.376456052880663	0.99	0.0432327144010371
400	0.99	0.99	0.99
401	0.245703494944153	0.99	0.0284574405005659
402	0.99	0.99	0.230812772591369
403	0.99	0.664896851086588	0.99
404	0.0470343252367034	0.328562060189566	0.012271826370955
405	0.99	0.99	0.0643551306950593
406	0.75014715851718	0.834462961001214	0.224796276455843
407	0.02121696683305	0.049476927961072	0.0578315171370195
408	0.99	0.0896167999413945	0.025204052080667
409	0.223997255812657	0.99	0.834624586690594
410	0.0790443950309554	0.705327573976777	0.358166854814875
411	0.99	0.0567817692488488	0.322706057928863
412	0.503799864892668	0.38892909562174	0.0850927800906877
413	0.260292711707475	0.396585803723449	0.693910414408692
414	0.959521124682164	0.145421901592229	0.0239907784552421
415	0.00801990630372882	0.00548641526267988	0.814742017175162
416	0.0739986454696601	0.166382410884569	0.342538770425221
417	0.0614612092137661	0.00570701483771181	0.193734155910907
418	0.00802036666873139	0.00480470024826074	0.295425872799431
419	0.169979981978562	0.233894124592986	0.99
420	0.0526793486276404	0.00899910139016721	0.0483208514688433
421	0.308200272465835	0.187939463197691	0.983666249053008
422	0.0219201548254735	0.99	0.99
423	0.029631477727257	0.0244761909452221	0.72556221335388
424	0.424190214052761	0.99	0.0947777647648138
425	0.0148238600280282	0.139168575124672	0.181897340644188
426	0.0152244177591373	0.0417437181762569	0.99
427	0.0230156786450001	0.347820004188752	0.0601896849997709
428	0.0375040865445157	0.109093146049367	0.17268817489784
429	0.647587583248367	0.0621884041536135	0.99
430	0.123097969532697	0.432263164010393	0.464694036327111
431	0.00211330302494323	0.0426707719810829	0.0819721228313907
432	0.99	0.919688488076193	0.99
433	0.99	0.99	0.99
434	0.0883135282543884	0.99	0.99
435	0.99	0.863532406125131	0.99
436	0.99	0.338645315547739	0.99
437	0.99	0.99	0.99
438	0.99	0.99	0.99
439	0.99	0.157421207423995	0.783113813519736
440	0.99	0.162693304922956	0.99
441	0.99	0.99	0.138198132905539
442	0.99	0.99	0.99
443	0.222255815067739	0.99	0.99
444	0.612287456679015	0.122543287761601	0.0431998848018586
445	0.99	0.99	0.99
446	0.23486745970193	0.99	0.99
447	0.843264409111568	0.99	0.99
448	0.99	0.99	0.99
449	0.422649271093121	0.99	0.99
450	0.157203061555529	0.0351253593637175	0.99
451	0.99	0.190818120768926	0.99
452	0.99	0.49488268561952	0.99
453	0.0616650686234084	0.0474306543249302	0.0382943734790709
454	0.99	0.99	0.0832369762590874
455	0.99	0.0225378414267024	0.99
456	0.00470601769716294	0.014874292852812	0.0871064365403812
457	0.99	0.99	0.334339178265349
458	0.99	0.255546629276203	0.99
459	0.0345451632476175	0.00296319670930836	0.0157710547196196
460	0.99	0.99	0.082603155429277
461	0.99	0.107329825989353	0.99
462	0.752436041012489	0.0649030460442729	0.203919932638379
463	0.99	0.99	0.954547075447549
464	0.99	0.99	0.99
465	0.99	0.389736866868004	0.103047993866929
466	0.820016666727647	0.99	0.379095975642218
467	0.770176970747957	0.99	0.99
468	0.99	0.612831697891149	0.687097751326029
469	0.0188008891517727	0.99	0.193095906307667
470	0.0296815143729268	0.48856894496627	0.99
471	0.99	0.99	0.644735590827443
472	0.176255944751999	0.77441411737506	0.0560055013711489
473	0.397728639726505	0.420098949854015	0.99
474	0.144908846181863	0.99	0.524620168154173
475	0.99	0.99	0.276408051539413
476	0.99	0.99	0.99
477	0.99	0.99	0.625142986867861
478	0.99	0.99	0.0745366207120618
479	0.99	0.99	0.99
480	0.99	0.99	0.99
481	0.99	0.99	0.99
482	0.99	0.286195696178952	0.99
483	0.99	0.271517973485485	0.99
484	0.00604793066409198	0.819039335813187	0.99
485	0.99	0.317799719071467	0.99
486	0.0334875255323401	0.0282323121043524	0.99
487	0.00682253428780203	0.234651249526564	0.99
488	0.99	0.99	0.99
489	0.759097793467256	0.0727737843114105	0.99
490	0.99	0.99	0.495586971793567
491	0.99	0.99	0.99
492	0.277150225077822	0.124784677336544	0.99
493	0.408320770105723	0.99	0.112937802175742
494	0.21888788888311	0.99	0.99
495	0.159801811202774	0.385088563747064	0.99
496	0.562641966675847	0.99	0.0207197495589932
497	0.99	0.99	0.99
498	0.99	0.725867962810211	0.99
499	0.99	0.99	0.0579691294191012
500	0.594292077894044	0.99	0.173950067417297
501	0.99	0.119518507394447	0.0798662514990721
502	0.99	0.0284786142923198	0.0687495516885818
503	0.414706697997554	0.99	0.188193579834357
504	0.99	0.99	0.685958878994319
505	0.155351732628597	0.14689332391676	0.00940663222939829
506	0.99	0.99	0.254335983431289
507	0.99	0.0885128881632244	0.99
508	0.453305708105757	0.512150381437838	0.0168056285915582
509	0.172131897759461	0.365250052618864	0.32319189236068
510	0.19608896804396	0.213758318579381	0.526861090045048
511	0.99	0.00224212510250733	0.0154152012752383
512	0.086097372329099	0.99	0.100762047030397
513	0.570383619469749	0.99	0.99
514	0.257285807260545	0.356846841795201	0.0991897876283777
515	0.228554674953658	0.99	0.0179117197184282
516	0.163890065115	0.99	0.99
517	0.399633499329147	0.99	0.134384333402735
518	0.0463624645107507	0.403461220461229	0.99
519	0.0357265343329606	0.99	0.528661559293719
520	0.99	0.99	0.256933788248858
521	0.218341694728093	0.629414529117166	0.99
522	0.658794707303289	0.99	0.99
523	0.869302772361149	0.99	0.677513187602379
524	0.467197413292221	0.594311706668344	0.164044278919723
525	0.99	0.99	0.874739499915478
526	0.648075845791917	0.99	0.0709735988405325
527	0.00995478668217462	0.0452118637195547	0.0156090002146284
528	0.0817091470382866	0.0963908568778174	0.148780713245265
529	0.00315225515517572	0.250201754625685	0.0569809579571214
530	0.0965659357574857	0.00398276267082814	0.00444048995099481
531	0.0877884347777103	0.518034293366819	0.070378717554868
532	0.99	0.0234294385231384	0.141996164804282
533	0.0486707333219153	0.154054207854475	0.00028026143135572
534	0.00764742876985107	0.0936207975494141	0.00172704479782014
535	0.000575640532060513	8.84515249828835e-05	0.000281983447609049
536	0.000136404185111267	3.66073245442763e-05	3.95762631159204e-05
537	2.84661886685035e-06	0.000248404955624281	3.27987869243582e-05
538	8.61792246797575e-05	3.02674542612368e-05	1.50684460232614e-05
539	1.14419439619308e-06	2.93218999556103e-05	7.29348706532876e-07
540	4.69268419212983e-06	3.95338331585391e-05	1.05687063129308e-05
541	3.60367181715583e-07	3.64465728763963e-08	1.88224729176302e-07
542	2.13094479622027e-08	7.93578333953908e-08	4.5688085043185e-10
543	5.49998870855415e-08	2.80409025868141e-08	1.20660451836327e-07
544	5.81934952522847e-06	6.07808295342013e-05	0.000254361060651661
545	0.000509234167859074	2.973499896341e-05	1.62664264752947e-06
546	0.000115473457928342	3.15056505062464e-06	4.38654903776032e-07
547	0.000996444636036661	0.000333585745118957	0.000982021679482726
548	0.000138144685797464	0.000151764844795516	1.97376346002992e-05
549	0.00915391186734457	3.16307202484323e-06	1.65907670477683e-06
550	0.000327690993968325	0.00560795970252116	0.00325201099023496
551	0.00214242457568251	0.000232776915706838	0.000320002896250364
552	0.00362343602903605	0.00977439932928262	3.57258078472889e-05
553	0.000363825788203967	0.00520622430775447	0.0534368987575309
554	0.000719151841217045	0.000883240077707103	0.0104835365999314
555	0.0328107463482137	0.000853601483511636	0.000987989020660502
556	0.000492483144269705	0.0141864574189771	0.107326775075904
557	0.00143809971123018	0.00885048095195936	0.357543782669821
558	0.147202731472414	0.163564984797244	0.0104304473930461
559	0.00863153281095852	0.0238976335367578	0.0367287338164838
560	0.0026740160076959	0.00569606878168445	0.99
561	0.242551478843129	0.242171095983412	0.149520613127911
562	0.0136413192855197	0.99	0.119072053037733
563	0.143560671110762	0.286649815298347	0.99
564	0.99	0.199193838490557	0.67040939261307
565	0.0235677391973798	0.99	0.0403421361229262
566	0.0391837165061119	0.477761458084052	0.511395260098653
567	0.890430663174569	0.0400754084947708	0.252510135447043
568	0.82251652953855	0.99	0.0572376157178332
569	0.99	0.99	0.99
570	0.99	0.99	0.14057188217965
571	0.99	0.99	0.0508242238817576
572	0.99	0.99	0.29693056365568
573	0.99	0.510590704217285	0.0220529869545247
574	0.99	0.341110442176873	0.263148827512422
575	0.99	0.708354756210988	0.99
576	0.99	0.0906449632731607	0.164882997161708
577	0.58106391704488	0.342316559094003	0.391880318788852
578	0.0940404701668801	0.0263439462483811	0.0694949771700101
579	0.237535329426185	0.0112798887207436	0.0230367562473814
580	0.99	0.206397643346811	0.00612380960519928
581	0.00216762863522399	0.0553620324946488	0.00412693971286303
582	0.0176509389333189	0.00424593693323092	0.00113813802610991
583	0.0148668532234477	0.00206136293070168	0.000163377418845224
584	0.00342066816877032	0.00389049024234869	0.000740407852439211
585	0.00448396200139758	0.000193264710136392	2.53279702435423e-05
586	9.68511967169059e-05	0.00221146410282103	0.00045552369176315
587	0.00276329380559023	0.000232273509738195	5.07460200722285e-05
588	0.00689315973572752	5.58431500816503e-05	1.48387846128185e-05
589	1.17245696152595e-06	0.000699372031924071	5.95740293385305e-06
590	4.22533051074749e-06	4.05180562679237e-05	0.000342832646361611
591	0.000325519257182563	1.33271296337132e-06	0.000113114151785295
592	1.10547184224698e-11	3.62477948098814e-10	5.01950276194113e-11
593	6.12412616883071e-11	7.79372623194555e-11	1.2486262872446e-11
594	1.62167758680644e-10	1.34873265266096e-11	9.21017252118504e-11
595	1.90163837781101e-07	8.70907373509496e-07	3.24141479433013e-07
596	3.1668153491503e-07	8.17848367415804e-06	1.87801113582574e-08
597	4.17042979331546e-06	1.07579916685494e-07	2.65497619277717e-06
598	1.87561763730341e-06	0.000120791126755143	5.13108474194788e-06
599	8.1283744323101e-05	0.000104896028918765	1.64327110158227e-05
600	0.000224861777323533	3.11576080817826e-06	0.000386661723648127
601	0.000239017504132386	0.000134641439943511	0.00203634453824317
602	0.000665990329187484	0.000527683324244078	0.000597330995543526
603	0.0011219091019689	0.0102460468341967	0.00034921913333569
604	6.12209003216599e-10	1.69019086920489e-09	5.22464164551851e-08
605	7.20097422351746e-10	4.17828172152395e-09	6.67619260316192e-08
606	3.95199042962393e-09	1.94215223578726e-07	5.24506540826444e-07
607	7.79893449843151e-07	7.65665191015109e-08	2.27616494019249e-07
608	4.30648513414278e-06	2.7819038985958e-07	3.26596428134154e-05
609	6.57734488684647e-07	7.37589648915079e-06	4.99396218139141e-06
610	3.76170508928332e-06	9.05078406486234e-07	4.27619628145104e-06
611	2.23956018465281e-05	3.89803799568424e-06	9.41539783955202e-05
612	4.67941310864095e-06	6.27950868295325e-06	1.69983929170477e-05
